city,state,engineers,"other management occupations, except farmers and farm managers","other sales and related occupations, including supervisors","information and record clerks, except customer service representatives","material recording, scheduling, dispatching, and distributing workers","other office and administrative support workers, including supervisors","preschool, kindergarten, elementary, and middle school teachers","supervisors, construction and extraction workers",construction laborers,computer specialists,"counselors, social workers, and other community and social service specialists",cashiers,"other production occupations, including supervisors",assemblers and fabricators,building and grounds cleaning and maintenance occupations,"law enforcement workers, including supervisors","laborers and material movers, hand",driver/sales workers and truck drivers,"electrical equipment mechanics and other installation, maintenance, and repair workers, including supervisors",registered nurses,"nursing, psychiatric, and home health aides",cooks and food preparation workers,carpenters,"retail sales workers, except cashiers",customer service representatives,health technologists and technicians,"sales representatives, services, wholesale and manufacturing",top executives,secretaries and administrative assistants,waiters and waitresses,"vehicle and mobile equipment mechanics, installers, and repairers","other food preparation and serving workers, including supervisors","bookkeeping, accounting, and auditing clerks",farmers and farm managers,"agricultural workers, including supervisors",child care workers,"other teachers, instructors, education, training, and library occupations",postsecondary teachers,"other material moving workers, except laborers",metal workers and plastic workers,"operations specialties managers, except financial managers","entertainers and performers, sports, and related workers",media and communications workers,other healthcare support occupations,extraction workers,"construction traders workers except carpenters, electricians, painters, plumbers, and construction laborers",personal appearance workers,"financial clerks, except bookkeeping, accounting and auditing clerks",lawyers,physicians and surgeons,painters and paperhangers,accountants and auditors,"teachers, secondary school",rail and water transportation workers,"advertising, marketing, promotions, public relations, and sales managers",life and physical scientists,food processing workers,"supervisors and other personal care and service workers, except child care workers","other protective service workers, including supervisors","textile, apparel, and furnishings workers",social scientists and related workers,other transportation occupations,therapists,other financial specialists,"life, physical, and social science technicians",mathematical science occupations,woodworkers,art and design workers,"pipelayers, plumbers, pipefitters, and steamfitters",bus drivers,"transportation, tourism, and lodging attendants","food and beverage serving workers, except waiters and waitresses","fishing, hunting, and forestry occupations",religious workers,"motor vehicle operators, except bus and truck drivers",printing workers,"drafters, engineering, and mapping technicians",other health diagnosing and treating practitioners and technical occupations,electricians,"supervisors, transportation, and material moving workers","judges, magistrates, and other judicial workers",legal support workers,other construction workers and helpers,financial managers,occupational and physical therapist assistants and aides,plant and system operators,communications equipment operators,"teachers, special education"
Mason,Tennessee,,8.2,5.8,7.8,7.8,8.7,,,5.2,,,3.8,,,4.2,,5.8,9.0,,,,,,,,,,,,,6.0,,,,,4.9,,,5.2,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount-Zion,Illinois,,,3.3,4.4,3.8,,,,,,5.0,,9.1,3.4,,,,5.1,3.7,8.2,,,,4.5,,7.2,,3.9,8.3,,,,,,,4.2,,,,,,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Great-Falls,Montana,,5.2,4.6,6.1,,5.3,5.9,,,,,3.6,,,4.8,,,4.5,3.8,4.8,,,,4.1,,,3.6,,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kearney,Nebraska,,4.4,4.7,4.8,,3.9,3.9,,,,,2.8,,,3.6,,,4.3,3.6,3.9,,,,5.2,,,2.8,,6.6,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portland,Texas,4.4,4.2,4.7,4.6,,4.8,7.8,,,,,,6.2,,,,,3.5,6.7,,,,,4.3,,,,3.0,7.6,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weirton,West-Virginia,,3.3,3.5,,,6.5,5.8,,,,,6.3,6.4,,5.9,,4.1,5.7,6.1,6.4,,,,4.9,,4.8,,,4.9,,,,,,,,,,,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chandler,Oklahoma,,4.3,5.0,,,7.6,4.6,,,,,4.4,,,4.8,,4.1,8.4,,,,,,3.3,,4.6,,,,,,,,,,6.6,,,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glenview,Illinois,,4.3,4.7,,,5.3,5.6,,,,,,,,,,,,,5.0,,,,3.5,,,8.5,7.2,5.9,,,,,,,,,,,,,,,,,,,,4.7,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davenport,Iowa,,3.1,,,,3.2,,,,4.4,3.7,5.6,4.0,,4.3,,5.9,6.0,5.1,4.0,,3.7,,,,,,,,3.2,,,,,,,,,,,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pittsburg,Kansas,,3.9,,,,5.0,4.9,,,,,,7.4,,4.9,,5.4,,,4.0,4.3,,,,,,,,5.0,5.3,,,,,,4.2,,3.8,,3.2,,,,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tazewell,Virginia,,,4.6,,,,7.8,,,,,6.1,3.9,,3.7,,,6.3,7.5,6.5,,,,3.4,,,4.4,,4.7,,,,5.2,,,,,,,,,,,,,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elizabeth,New-Jersey,,,,,4.5,5.7,,,,,,4.1,7.0,,5.1,,4.4,9.6,,,4.2,,,,,,,,6.9,,3.8,,,,,,,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norfolk,Nebraska,,3.3,5.1,4.3,4.1,4.1,,,,,,4.0,4.6,,4.2,,,5.6,5.7,,,,,4.5,,,,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fayetteville,Arkansas,,6.7,,,,3.3,,,,4.6,,,,,5.6,,4.4,,,3.1,3.1,,,3.9,,,,3.2,,5.2,,,,,,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West-Des-Moines,Iowa,,4.4,4.0,4.4,,6.3,5.8,,,7.3,,,,,,,,,,3.8,,,,,,,6.1,4.5,5.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,
Hardeeville,South-Carolina,,,6.5,5.2,,,,4.7,4.1,,,6.9,5.4,,7.9,,,,,,,8.2,7.1,6.2,,,,,,,,,,,,,,,,6.2,,,,,,7.9,,,,,7.5,,,,,,,,,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The-Dalles,Oregon,,4.5,6.7,3.8,,5.2,4.3,,,,,,6.8,,4.0,,4.0,6.8,5.3,4.2,3.6,3.1,,3.4,,,,,5.5,,,,,,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rochester,New-Hampshire,,3.4,4.6,,3.7,6.1,3.9,,,,,4.1,4.6,,4.8,,,5.1,5.7,,,,,3.5,,,,,5.9,,,,,,,,,,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Memphis,Tennessee,,3.9,,,3.8,4.2,,,,,,3.9,3.8,,3.5,,8.1,4.9,,,3.8,3.1,,,4.4,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goshen,Indiana,,3.5,3.7,,3.4,,3.5,,,,,3.3,9.3,6.2,,,2.8,3.1,3.4,,,,,,,,,,4.2,,,,,,,3.4,,,,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Columbia,South-Carolina,,4.4,,,,,,,,2.8,,,,,4.0,,4.5,4.2,,3.7,3.4,3.7,,,3.5,,,,,4.1,,,,,,,,4.0,,,,,,,,,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huntingburg,Indiana,,,,3.7,3.9,4.1,,,,,,5.4,9.2,3.4,4.3,,9.5,4.1,4.5,,,,,,,,,,4.3,,,,,,,,,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lahaina,Hawaii,,4.3,3.3,4.4,,,,,,,,10.0,,,14.7,,,,5.0,,,9.1,,6.7,,,,,,5.9,,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,
Appleton,Wisconsin,,4.5,,3.7,,3.5,,,,,,,4.7,,3.2,,4.9,4.1,4.8,3.9,3.8,3.6,,,4.2,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San-Fernando,California,,,,4.2,6.5,7.5,,,6.5,,,,7.3,,5.0,,3.6,5.8,,,,,,,,,,,,,,,,,,4.3,,,,7.0,,,,3.8,,,,,,,,,,,,,,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan-City,Indiana,,3.1,5.9,,5.9,4.9,,,,,,3.8,5.1,,4.0,3.5,,,4.4,,,,,3.5,,,,,5.4,,,,,,,,,,3.5,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rapid-City,South-Dakota,,4.5,,3.3,,,,,,3.3,,3.6,,,3.9,,3.3,4.6,3.3,4.3,3.5,,,4.6,,4.1,,,3.6,,,,,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mentone,California,,,6.3,,4.5,8.1,6.5,,,,5.1,,3.6,,5.3,,,7.7,7.3,5.2,,,,,,,,,4.6,,,,,,,,,,,,,,,,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yankton,South-Dakota,,3.6,4.9,4.3,,5.2,,,,,,,5.2,,4.3,,,,3.6,,,,,4.8,,,4.3,,6.7,,,,,,,5.1,,,,8.5,,,,,,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bozeman,Montana,,6.1,5.3,3.8,,5.1,4.2,,,3.8,,,,,,,,,,,,3.2,4.9,4.1,,,,,6.1,4.6,,,,,,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oshkosh,Wisconsin,,3.7,,,,,,,,,,4.1,5.5,4.4,,,11.7,4.0,,4.2,5.6,3.7,,,3.6,,,,,6.1,,,,,,,,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peoria,Arizona,2.7,6.3,,3.7,,,,,,4.0,,,,,2.2,,3.0,3.8,3.7,4.3,4.4,,,,4.2,,,2.5,3.3,,,,,,,,,,,,,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melville,New-York,,6.7,5.7,4.8,,7.8,10.4,,,4.5,,,,,,,,,,,,,,,,,4.1,5.1,8.0,,,,4.6,,,,,,,,,,,,,,,,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,,,,,,,,,,
San-Augustine,Texas,,,,,,5.4,9.3,,6.7,,,5.6,9.9,,9.1,,4.5,11.9,6.2,,6.4,,,,,,,,,,5.2,,,,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,,,,,,,,,,,,,,,
Hartford,Wisconsin,,4.6,3.9,,,4.0,,,,,,,5.5,,,,,3.1,7.5,,,,,3.8,,5.2,,,5.8,4.2,,2.7,,,,,,,,12.9,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Racine,Wisconsin,,,,4.3,4.7,5.8,,,,,,3.8,4.4,4.2,3.4,,3.9,4.2,4.4,,4.1,,,,,,,,4.2,,,,,,,,,,,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morgantown,West-Virginia,,4.3,4.2,4.5,,6.6,4.3,,,2.9,,,,,,,,,,,,3.8,,4.3,,,,,5.6,7.1,,,,,,,,8.1,,,,,,,,,,,,,,,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mason,Texas,,,5.9,,,6.1,6.1,,,,,,,,,,,4.7,3.9,,8.7,,4.3,,,6.3,,,7.0,4.9,8.6,,7.3,,7.3,,,,,,,,,,,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalamazoo,Michigan,,4.9,,,3.8,,,,,,,4.7,,,3.7,,3.7,4.4,,,5.7,,,,,,,,,4.5,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siren,Wisconsin,,3.1,5.7,,,,,,,,,5.7,5.0,7.9,4.5,,,,5.6,5.7,,,,,,,5.0,3.4,,,,,,,,5.7,,,,14.0,,,,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martinsville,Illinois,,,5.3,,,4.6,,,,,,4.2,12.7,7.1,,,6.1,5.4,4.5,,,,,,,4.2,,,9.9,,6.7,,,3.8,,,,,,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado-Springs,Colorado,,6.0,,,,,,,,9.4,,,,,2.9,,3.0,3.0,,4.6,3.3,2.9,,2.8,3.2,,,,2.9,,,,,,,,,,,,,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West-Dundee,Illinois,,5.8,8.3,5.0,4.0,4.9,6.7,,,3.8,,,,,,,,,,6.1,,,,3.1,,,5.6,7.1,6.3,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spirit-Lake,Iowa,,5.0,5.7,,,7.6,,,,,,,4.1,4.6,4.4,,,,3.5,4.9,,5.1,,,,,,,,,4.3,,4.6,,,,,,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wheatland,Wyoming,,6.0,4.1,4.4,3.7,,9.4,,,,,4.8,,,4.4,,,8.5,4.8,3.8,,7.8,,,,,,,5.8,,6.6,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,,,,,,,,,
Savannah,Georgia,,7.6,,3.9,,,,,,,,,,,4.5,,6.6,4.7,,,4.8,9.3,,4.6,,,,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,5.1,3.4,
Haledon,New-Jersey,,6.8,5.9,5.9,4.1,6.2,5.7,,,4.7,,,4.0,,,,,,7.3,,,,,5.1,5.3,,,,5.8,,,,,,,,,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarasota,Florida,,4.0,4.2,4.8,,5.5,,,,,,4.3,,,5.2,,,3.6,,,3.8,3.7,,4.3,,,,,,2.5,,,,,,,,,,,,,,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunray,Texas,,,,,,4.5,8.9,,,,,,9.5,,6.3,,5.1,6.2,4.9,,4.8,,,,,,,,5.1,,,,,11.0,5.5,,4.5,,4.6,,,,,,,,,4.8,,,,,,,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Providence,Rhode-Island,,5.1,,,,,,,,4.0,4.7,,3.9,,3.3,,6.8,3.2,,,8.4,,,,,,,,,,,,,,,5.2,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,,,
Troutdale,Oregon,,5.8,4.3,,4.5,8.0,,,,,,,4.9,,,,,6.2,4.1,,,,,4.8,,,,,6.9,3.6,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texarkana,Arkansas,,3.8,4.1,,,5.5,4.5,,,,,5.4,9.5,,4.3,3.2,,6.9,4.4,4.4,,,,5.2,,,,,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flint,Michigan,,,,,,5.2,,,,,,5.2,3.6,5.9,5.0,,3.9,5.0,4.4,,5.7,,,,,,,,,,,,,,,3.8,,,,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greensboro,North-Carolina,,3.8,,3.3,,,,,,3.7,,5.9,3.1,,4.1,,8.4,6.3,,3.5,3.2,4.8,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakley,Kansas,,5.4,5.8,,,,6.0,,,,,10.3,,,4.7,,,8.5,7.6,,,7.0,,4.3,,,,,13.6,,9.0,,5.1,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chula-Vista,California,,4.3,,,,,,,,3.8,3.0,,,,3.7,3.4,4.8,4.0,3.4,5.8,4.7,,,2.5,3.1,,,,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McAllen,Texas,,6.5,,,,,,,,,,4.7,,,5.5,,3.3,3.5,3.3,,5.3,5.2,,5.4,2.8,,,2.8,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baltimore,Maryland,,6.7,,,,,,,,4.2,3.4,4.3,,,4.1,,4.9,4.6,2.6,3.6,5.0,2.0,,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Willowick,Ohio,3.3,,3.5,4.3,4.8,8.5,,,,,,,4.0,,3.6,,,4.4,4.0,,,,,3.7,5.6,,,,8.6,,,,3.7,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamboat-Springs,Colorado,,5.4,6.1,,,4.6,,,,,,,,,,,,,,4.5,,,5.5,5.2,,,,2.8,4.3,6.2,,,,,,,,,,,,3.7,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beaumont,Texas,,4.9,,,,,,,5.9,,,6.2,4.5,,5.8,,4.5,,,3.3,6.5,3.3,,3.2,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edmond,Oklahoma,3.9,6.6,,,,2.7,,,,5.3,,2.7,,,,,2.9,,,4.6,,,,3.1,,3.7,,3.0,3.2,,,,,,12.3,,,,,,,,,,,,,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Okawville,Illinois,,,3.9,4.7,,,4.9,,,,,4.1,4.2,,5.5,,3.7,7.1,,,,4.1,,,,,,3.7,6.1,5.5,8.4,,,,,,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alpena,Michigan,,4.7,4.5,,,5.3,,,,,,4.7,5.2,,5.1,,4.5,,4.5,5.5,,,,3.3,,3.8,,,5.1,3.7,,,,,,5.5,,,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North-Haven,Connecticut,,3.5,4.2,3.6,3.7,8.0,6.9,,,,,3.1,,,3.9,,,4.2,4.2,3.9,,,,,,,4.6,,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twin-Falls,Idaho,,3.7,4.9,,,5.2,4.4,,,,,,5.8,,4.7,,,6.3,5.7,,,,,4.7,,,,,4.2,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Covington,Kentucky,,,3.1,4.4,3.4,7.8,,,,,,4.3,3.3,,3.6,,4.2,4.9,4.5,,,,,3.0,,,,,4.5,,,,,,,,,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Windsor,Colorado,,4.9,4.2,,5.6,7.1,,,,5.3,,,5.8,,,,,,6.2,4.6,,,3.4,,,3.9,,,4.1,,,,,,,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New-Haven,Michigan,,,4.3,5.8,5.1,6.7,,,,,,6.4,4.6,,,,,6.3,10.4,,,,,,,4.9,,,,,4.0,,,,,,,,,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enid,Oklahoma,,4.8,4.7,,,5.1,4.8,,,,,4.6,,,3.6,,3.4,6.7,5.1,,5.9,,,4.6,,,,,6.9,,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pittsburgh,Pennsylvania,3.9,5.5,,3.2,,3.0,,,,9.8,,,,,3.3,,3.0,2.9,,3.2,3.8,,,,,3.1,,,,,,,,,,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bangor,Maine,,4.4,4.8,,4.2,5.6,4.9,,,,4.4,,,,4.3,,,3.3,4.5,4.0,,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Springfield,Missouri,,5.8,,5.7,,5.9,,,,3.6,,3.4,3.5,,3.9,,6.0,4.0,,,3.3,5.7,,,3.6,,,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woonsocket,Rhode-Island,,,,,4.7,6.7,,,,,,4.0,5.7,,3.6,,3.6,4.7,3.4,,6.5,,,,3.6,,,,6.7,,,,,,,,,,,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marianna,Arkansas,,,,,,,5.8,,,,4.9,,5.0,,7.2,7.6,,11.6,,,7.6,6.7,,,,,,,,,,,,4.2,,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,,,,,,,,,,,,,,
Coleman,Wisconsin,,6.6,,,6.0,8.7,9.9,,,,,,6.4,4.1,,,7.8,9.0,,,,,,,,,5.8,,7.6,,,,,,,,,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,
Jackson,Mississippi,,5.3,,3.7,,,,,,,3.5,4.4,2.9,,6.2,,6.6,7.1,,3.5,7.1,5.1,,,,,,,,,,,,,,,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chillicothe,Ohio,,4.0,4.2,,3.2,6.3,5.3,,,,,4.0,7.9,,3.7,4.6,5.1,5.2,,4.1,,,,,,,,,4.3,,,,,,,,,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
California,Maryland,13.7,5.1,5.2,4.4,,4.2,6.4,,,5.6,,,3.9,,,,3.2,,,,,,,,,,,,5.1,,5.3,,,,,,,,,,,,,,,,,,,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,3.6,,,,,,,,,,,
Bedford,Virginia,,,4.3,6.0,,7.6,5.2,,,,,4.2,6.0,,,,,4.0,,,6.8,,,,,,5.0,,,,3.6,,,,,,4.6,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,
Covington,Tennessee,,,5.4,8.7,,,5.0,,,,,3.6,9.5,,3.4,4.6,6.0,,3.2,3.4,,,,4.6,,,,,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buffalo,New-York,,5.8,,,,,,,,3.6,4.5,4.1,3.4,,4.4,,5.7,,2.7,,8.4,4.1,,,4.1,,,,,,,,,,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evansville,Indiana,,3.9,,4.4,,,,,,,,4.4,6.8,,3.5,,5.8,4.5,4.0,3.5,5.9,4.0,,3.3,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alton,Texas,,,6.6,4.4,,,,,5.7,,,8.9,4.6,,5.2,,5.0,7.6,5.4,,5.0,,,,,,,,5.7,,,,,,,,,,,,,,,,,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arlington-Heights,Illinois,3.2,7.5,,3.7,,,,,,7.5,,,,,,,,2.5,,5.7,,,,2.8,,,,4.5,3.3,,,,,,,,,,,,3.9,,,,,,,,2.5,,,2.9,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Howell,Michigan,6.3,4.2,4.1,,3.7,6.3,4.0,,,,,,5.3,,5.6,,,,5.3,,,,,4.2,4.6,,,,7.1,,,,,,,,,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El-Campo,Texas,,,5.7,,,5.8,7.2,,,,,6.1,8.0,,,,4.8,6.9,5.7,,5.2,,,,,,,,4.7,,,,5.4,,3.7,,,,,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cranston,Rhode-Island,,4.1,,,3.8,,,,,,4.4,2.5,4.2,,,,4.1,3.6,3.7,3.4,4.3,,,,,,,,4.1,2.6,,,,,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,,,,,,,5.0,,,,,,,,,,,,,,,,,
Sayreville,New-Jersey,,4.6,3.8,4.6,3.5,9.5,3.6,,,4.0,,,4.2,,,,,4.3,6.7,,,,,,,,,,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sedona,Arizona,,5.9,8.5,4.1,,4.2,,,,,,,,,4.6,,,,4.0,,,4.2,,8.6,,,,,5.9,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West-Park,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile,Alabama,,5.9,,,,,,,,,,4.5,4.6,,3.7,,5.4,4.8,4.2,5.2,4.6,4.0,,3.4,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oak-Grove,Kentucky,,,5.4,,,6.5,,,,,,8.8,7.5,6.0,,,,7.5,6.6,,,,,,5.8,5.0,,,4.8,6.8,10.0,,,,,,,,,6.6,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chubbuck,Idaho,,4.0,6.0,5.1,3.1,8.6,3.9,,,,,,7.6,,4.1,,,,5.8,5.1,4.2,,,,,,,,10.1,,6.4,,,,,,,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
