city,state,Charges - Sewerage,Other,Parks and Recreation,Federal Intergovernmental - Other,Housing and Community Development,Miscellaneous - Fines and Forfeits,General Revenue - Other,Rents,Interest Earnings,Revenue - Water Utilities,State Intergovernmental - Water Utilities,Sewerage,Highways,General Local Government Support,Tax - General Sales and Gross Receipts,Property,Other Selective Sales,Public Utilities Sales,Occupation and Business License - Other,Other License,Documentary and Stock Transfer,Charges - Other,Federal Intergovernmental - Housing and Community Development,Local Intergovernmental - General Local Government Support,Miscellaneous - General Revenue - Other,Fines and Forfeits,Donations From Private Sources,State Intergovernmental - General Local Government Support,Transit Utilities,Education,Tax - Property,Sea and Inland Port Facilities,Regular Highways,Solid Waste Management,Miscellaneous Commercial Activities,Local Intergovernmental - Other,Special Assessments,Sale of Property,Revenue - Transit Utilities,State Intergovernmental - Other,Public Welfare,General Sales and Gross Receipts,Air Transportation,Parking Facilities,Federal Intergovernmental - Air Transportation,Health and Hospitals,Natural Resources,State Intergovernmental - Highways,Water Utilities,Individual Income,Corporation Net Income,Pari - mutuels Sales,Motor Vehicle License,Tobacco Products Sales,Amusements Sales,Public Utility License,Alcoholic Beverage License,Charges - Parks and Recreation,Elementary and Secondary Education - Other,Elementary and Secondary Education School Lunch,Local Intergovernmental - Education,Miscellaneous - Donations From Private Sources,Revenue - Electric Utilities,State Intergovernmental - Education,Alcoholic Beverage Sales,Miscellaneous - Interest Earnings,Gas Utilities,Charges - Solid Waste Management,Natural Resources - Other,Miscellaneous - Special Assessments,Miscellaneous - Rents,Charges - Air Transportation,Electric Utilities,Local Intergovernmental - Electric Utilities,Royalties,Charges - Miscellaneous Commercial Activities,Federal Intergovernmental - Transit Utilities,Local Intergovernmental - Housing and Community Development,Insurance Premiums Sales,Local Intergovernmental - Highways,Local Intergovernmental - Transit Utilities,State Intergovernmental - Transit Utilities,Federal Intergovernmental - General Local Government Support,Motor Fuels Sales,Local Intergovernmental - Water Utilities,Charges - Parking Facilities,Tax - Documentary and Stock Transfer,Federal Intergovernmental - Highways,State Intergovernmental - Sewerage,Amusements License,Hospital Public,Tax - Individual Income,Death and Gift,Elementary and Secondary Education School Tuition and Transportation,Revenue - Gas Utilities,Federal Intergovernmental - Health and Hospitals,Tax - Public Utilities Sales,Federal Intergovernmental - Public Welfare,Toll Highways,Charges - Housing and Community Development,Miscellaneous - Sale of Property,State Intergovernmental - Public Welfare,Charges - Hospital Public,Local Intergovernmental - Health and Hospitals,Employee Retirement - From Local Government,Local Employee Contribution,Interest Revenue,From Other Government,Property Sale Other,General Support,Public Utilities,Federal Intergovernmental - Water Utilities,Local Intergovernmental - Public Welfare,Federal Intergovernmental - Education,Tax - Other Selective Sales,Liquor Stores,Local Intergovernmental - Sewerage,Tax - Occupation and Business License - Other,Federal Intergovernmental - Natural Resources,Total General Sales,Federal Intergovernmental - Sewerage,Tax - Other,State Intergovernmental - Housing and Community Development,Revenue - Liquor Stores,Charges - Regular Highways,State Intergovernmental - Health and Hospitals,Corporation License,State Intergovernmental - Electric Utilities,Charges - Elementary and Secondary Education School Lunch,Motor Vehicle Operators License,Charges - Natural Resources - Other,Tax - Other License,Tax - Amusements Sales,Higher Education - Other,Higher Education Auxiliary Enterprises,Employee Retirement - Earnings on Investments (calculated),From Parent Local Government,Tax - Insurance Premiums Sales,Charges - Sea and Inland Port Facilities,Severance
Windsor,Missouri,154.81,39.51,112.07,,,,3.59,,,,,,38.43,25.14,531.97,65.37,15.80,62.86,,,,,,,,,5.39,,,,,,,,,,,14.73,,46.34,,,19.76,,31.25,,,,134.34,,,,,,,,,,,,,,1455.46,,,21.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New-Haven,Connecticut,,363.32,7.92,,75.92,,,0.16,13.60,,,,9.58,403.97,,,,,,110.53,23.02,,,,155.98,3.62,,,,,1946.74,1.17,,58.80,,,,,,,,,,,,,,,,,,,,,,,,,0.82,0.62,22.55,,,2095.14,,,,,,,,,,,,,,,,,,,,,,270.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.48,,,,,,,,,,,,,,,,,,,,,,,,,,
Ocala,Florida,362.14,75.64,34.19,46.62,6.30,,,16.86,18.19,,,6.86,1.92,,,,,190.03,21.58,28.79,,,,,243.38,26.45,0.07,99.78,25.78,,438.47,,,183.87,,,4.01,2.78,,,,,4.06,1.74,,,,,118.71,,,,,,,,,,,,,,2455.19,,,,,,157.34,,,,,,,,,,94.51,17.73,,,,57.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort-Myers-Beach,Florida,,6.34,27.91,2.40,,,5.64,,10.15,622.50,,,7.61,,,,,187.91,13.25,71.61,,,,,,0.85,10.29,98.82,,,313.65,,11.70,8.03,,150.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.17,,,,,,,,,,,,,,57.94,,168.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New-York,New-York,,101.75,8.84,,19.75,,,6.13,117.57,,,270.20,25.76,20.38,,,183.02,68.02,7.09,74.44,297.04,,524.76,,304.77,123.24,10.27,,476.76,3.04,3161.97,,0.39,1.43,5.34,,,2.39,589.15,,770.67,894.88,,28.34,,107.98,0.48,,169.93,1648.78,811.60,0.08,12.54,4.38,0.00,,0.86,,5.47,0.26,54.38,,,1538.72,2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.74,,,,399.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.79,0.02,,,,,
Williamsport,Ohio,174.12,,,,,,1.86,,,208.57,,71.69,,9.31,,,,,,,,,,24.21,,,,,,,56.80,,,,,,,,,,,,,,,,,91.25,,,,,9.31,,,2.79,2.79,,,,,,,,,4.66,185.29,,,,,,,,,,,,,,,,20.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blackwell,Oklahoma,130.60,5.49,26.82,,,,,3.66,9.60,,,,1.83,4.72,399.42,,31.55,12.04,4.11,,,,,,229.05,51.81,,4.11,,,,,,122.37,,,,,,,,,,,,,,,196.89,,,,,,,,,,,,,,1006.71,,,,,,,,,,,,,,,,,7.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fortuna,California,283.63,0.16,9.14,,2.20,,,28.39,8.89,187.21,,55.96,19.58,0.49,278.73,34.67,55.63,24.96,7.18,24.39,3.10,,2.77,,67.30,14.03,0.65,,3.10,,,,,2.12,,,25.12,,,274.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miami,Florida,,26.47,53.41,72.38,8.60,,40.05,32.55,9.73,0.01,,,,25.92,,,15.71,216.01,112.22,117.15,,,,,,37.88,0.10,105.16,,,792.19,,,53.37,0.00,54.44,,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53,54.16,,,,,,,,,,,,,,,,83.69,,,,,,,,,,,,,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Herrin,Illinois,120.52,4.10,,,,,,,10.48,220.07,,,26.01,,,,,,,23.73,,,,,94.35,30.03,,429.49,,,188.15,,,82.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grand-Forks,North-Dakota,223.11,18.54,73.39,,6.82,,16.82,156.38,,209.10,267.38,8.09,59.24,69.81,,,17.77,46.20,4.92,46.42,,,,98.87,,16.62,,,3.92,,344.20,,,187.97,,,172.03,1.31,,,,342.97,,5.64,,31.09,,,,,,,,,,,7.22,,,,,,,,,203.19,,,,,,,,,,,31.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macon,Georgia,,28.96,7.21,54.59,26.74,,10.09,1.83,0.00,,,,2.70,0.09,,,61.34,77.86,21.36,14.73,,,,699.04,,23.66,1.76,,,,868.64,,,63.62,0.67,,2.66,0.31,,69.90,,,20.60,1.83,,27.89,,,,,,,,,,,8.21,,,,,,,,18.11,,,148.24,,,,,,,,,,,114.87,,,,,,,,,,,,,,,,,,,,,,61.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.24,21.10,,,
Alexandria,Virginia,492.28,291.03,35.01,,36.26,,30.25,29.15,,,,,52.42,24.63,,,259.07,137.69,212.30,24.01,,,,,,31.51,40.54,,,9.81,3087.86,,1.43,46.66,,,,2.97,26.54,,189.94,200.50,,27.42,,,,,,,,,23.14,17.42,4.32,5.26,,,1.17,12.12,1.90,,,392.05,,47.72,,,,,,,,,,,,,,,,,45.00,,,,,,,,,,,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Odessa,Texas,124.22,0.47,14.50,,,,,0.72,5.82,331.71,,,,4.86,425.52,226.30,55.35,67.57,0.20,10.89,,,8.16,,53.68,28.43,0.58,,,,,,,114.66,,1.59,,8.34,,10.42,,,,0.16,,,,,,,,,,,0.97,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonesboro,Arkansas,100.85,1.21,8.11,10.50,6.21,,30.61,0.31,,,,,,15.24,227.99,65.66,8.46,32.41,10.82,10.10,,,,177.78,,21.85,0.51,,3.18,,,,1.66,0.51,0.46,,39.26,2.30,,,,,2.97,,,,,56.47,129.19,,,,,,,,,,,,,,1142.72,,5.43,201.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fayetteville,North-Carolina,37.20,11.77,6.88,,0.56,,18.30,3.87,0.00,,,,34.33,2.03,,,,,12.19,0.12,,,,52.04,,10.63,0.51,70.83,3.86,,327.11,,,,34.29,,10.47,,6.16,,,194.60,31.24,1.36,17.83,,,,,,,,9.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Callaway,Florida,300.07,38.76,,,,,0.43,4.20,,187.27,,,,,,72.55,,,79.59,7.89,,,,,,0.28,0.07,142.96,,,,,,41.47,,,0.78,4.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.41,,,,,,,,,,,,,,,,,,18.21,,,,,,,,,,,,,125.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fresno,California,168.73,0.06,12.38,,14.37,,,1.88,13.18,203.45,,,23.48,3.37,,,26.22,27.14,36.61,11.96,2.35,,,,18.95,8.09,0.40,,20.77,,244.19,,11.02,74.40,,,4.89,0.48,,,,220.53,9.87,11.70,,,,,2.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.69,,,,10.71,66.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battle-Creek,Michigan,337.50,40.06,7.26,,35.97,,,34.47,3.29,191.14,,,,113.15,,,,,1.37,19.34,,,,,56.23,2.29,36.13,,34.06,,533.44,,,66.33,,144.81,,22.80,,,,,20.30,22.14,,,,164.15,,327.23,,,,,,,,,,,,,,,,,,,,,,,,,,,53.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West-Jordan,Utah,,3.08,,,,,56.27,18.11,14.39,175.56,,109.01,,0.94,171.03,152.47,0.56,65.14,2.80,20.64,,120.81,4.75,,,10.16,1.45,,,,,,,38.62,1.23,2.70,20.00,,,33.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenville,North-Carolina,559.85,18.53,10.45,,12.47,,,3.62,29.36,,,,23.82,,,,12.66,,,1.62,,,,8.47,81.51,,13.00,141.38,55.76,,368.03,,,79.95,6.69,,9.52,1.71,,,,159.97,,3.64,,,,,429.87,,,,,,,,,,,,,,3767.15,,,,778.97,,,,,,,,,,9.18,,,,,,,,,,,,,,38.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort-Wayne,Indiana,304.28,47.64,19.54,,17.40,,2.36,4.58,,268.81,,,0.04,,,,,14.76,,2.72,,,,,,6.55,13.39,77.67,,,480.46,,1.48,39.22,,,,2.47,,,,,,5.76,,,,,,185.17,,,36.01,,,4.11,,,,,,,,,,20.81,,,,,,,,,,,,,,49.29,,,,,,,,10.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Houston,Texas,,67.65,8.17,20.56,9.50,,,0.08,83.35,238.57,,218.07,,7.53,,,38.54,80.79,13.82,51.09,,,,,84.69,12.46,0.23,,,,639.03,,0.08,1.49,,25.09,61.78,9.57,,26.73,,291.47,5.96,0.78,,25.95,,,,,,,,,0.03,,0.63,,,,,,,,,,,,0.01,,,270.18,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nampa,Idaho,133.18,20.24,102.94,,,,,,13.71,82.00,,,51.73,,,,,30.32,,15.42,,,3.12,,26.63,14.16,3.66,51.73,,,445.55,,,96.50,1.17,0.99,10.56,0.43,,,,,4.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa-Fe,New-Mexico,,4.16,48.63,,1.71,,,34.19,34.38,557.01,,156.06,3.27,,250.45,134.53,136.17,37.20,,47.39,,,115.37,,73.72,15.61,2.98,554.90,3.67,,,,,,,0.59,19.14,52.74,,,22.45,,28.16,57.08,,0.45,,,0.05,,,,4.92,,,17.25,,,,,,,,,,,,319.00,,,,,,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicago,Illinois,,0.95,4.30,,42.64,,43.16,7.70,49.94,278.34,,2.38,52.02,,,,306.14,178.85,10.35,47.18,83.70,,,,,124.11,,281.92,17.08,53.02,450.43,,5.43,24.00,,,,4.00,,,15.81,119.95,53.15,2.84,,5.82,,,,,,0.21,8.62,7.89,64.24,,4.70,,,,,,,,12.11,,,,,190.25,,526.18,,,,,,,2.08,,,,,20.13,,,,,,,,,,,,62.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ironton,Ohio,162.74,136.82,,,,86.21,45.39,,37.22,191.70,,,,60.58,,,,,,3.32,,,,,,,,,,,304.79,14.43,,67.60,,,0.28,0.09,,194.55,,,,,,,,,,19.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexandria,Kentucky,55.48,14.00,3.19,2.37,,,,,0.10,,,,,0.51,,115.90,,0.93,16.47,7.00,,,,0.21,,2.16,,,,,,,,,,,,,,,,,,,,,,16.98,,123.42,,,,,,,0.41,,,,,,,,,,,,,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.68,,
Harlingen,Texas,,5.44,18.06,,0.05,,,6.46,4.58,,,,4.77,,,,14.75,50.48,8.58,1.06,,,,,35.34,17.13,0.46,,,,277.17,,9.97,,,55.12,0.43,4.75,,11.84,,273.18,95.44,,78.08,1.20,,,,,,,,,,,0.35,,,,,,,,,,,144.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jefferson-City,Missouri,274.42,50.06,64.44,,,,15.99,,,,,,,,551.04,126.14,,173.78,,19.57,,,,,,22.64,7.54,80.34,25.38,,,,,,,,,11.78,6.09,,,,,,,,,,,,,,,,,,,,,,,,,,,37.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St.-Cloud,Minnesota,147.53,31.05,46.92,,6.53,,138.12,0.10,10.27,159.96,,0.01,50.82,1.33,,,163.83,,35.07,2.80,,,124.73,,,15.38,,175.97,,,399.80,,,59.42,,,67.54,5.11,,,,,0.07,28.44,,0.16,,,0.01,,,,,,,,3.33,,,,,235.69,,,,,,,,,,,65.16,,,,,24.96,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cedar-Rapids,Iowa,375.17,123.28,139.11,,59.87,,,8.73,65.77,261.41,,,,28.80,,,28.51,110.54,,24.59,,,,,91.13,13.26,,,7.00,,745.26,,0.10,86.87,,4.81,10.91,13.36,,,84.48,143.38,47.08,9.73,,,,133.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.24,,,,,,,,,,,,,,,,,,,,,
Kane,Pennsylvania,415.55,9.58,0.58,,,9.58,,,1.16,,,,,,,,,,17.99,,4.35,,,,,,0.29,,,,218.22,,,,,9.58,,,,53.69,,,,,,,,,,84.74,,,,,,11.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Champaign,Illinois,,17.96,,,,,,,8.58,,,25.15,39.87,,,,62.95,62.07,,66.75,,,,,27.35,15.20,,305.68,,,301.53,,,6.85,,38.06,,,,,,205.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fredericksburg,Virginia,,223.76,17.36,,,,183.81,5.13,,108.59,,2.27,104.08,59.00,,,461.94,75.73,252.86,28.55,17.29,759.44,,,,38.50,2.20,,90.89,99.22,1491.11,,,29.83,,,,1.89,,,82.45,457.19,,11.99,,343.30,,,,,,,56.79,18.67,,,,,,16.12,944.48,,,634.87,,527.90,,,,,,,,,,,110.10,,,,,,,21.70,,,,,,14.74,,,,5.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Farmington,New-Mexico,220.43,29.41,52.44,,8.05,,24.00,,,,,27.99,0.05,0.32,533.65,44.83,47.21,58.71,11.04,,,,,624.47,,19.07,,,0.97,,,,,135.24,,,,,,,8.88,,8.45,,85.93,,,36.58,11.54,,,,6.29,,,,0.36,,,,,,2288.00,,5.61,26.86,255.23,,,,,,,,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bend,Oregon,266.48,0.01,,3.02,2.49,,,16.11,26.07,200.15,,1.97,0.87,24.16,,,75.33,93.90,,204.05,,,,,36.74,21.96,12.05,,,,356.73,,1.20,,0.89,42.73,3.19,0.11,,,,,1.51,9.62,,,,64.06,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia-Beach,Virginia,197.32,239.77,53.35,77.73,1.74,,,11.98,19.07,200.26,,0.89,108.20,3.02,,,241.93,110.74,108.18,11.69,24.52,,,,25.51,12.78,0.93,,,29.98,1501.63,,,79.71,,,,0.48,,,32.25,141.14,,13.49,,32.46,,,,,,,24.36,23.66,0.01,,,,1.11,22.37,44.84,,,915.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,
Eagar,Arizona,111.92,31.98,14.57,,,,,4.86,2.02,161.91,,,206.84,,179.92,,,,0.61,6.07,,,,,101.60,4.25,7.08,271.81,,,,,,,,,,0.81,,,,,,,,,,,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flora,Illinois,239.69,76.05,,,,,,,,,,,36.48,,,,44.31,68.84,,17.93,,,,,121.60,6.80,,385.41,,,219.29,,,145.51,,,,,,,,,,,,,,,275.14,,,,,,,,,,,,,,2661.17,,,,424.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panama-City,Florida,,3.20,86.97,28.96,,,,12.00,11.08,537.72,,,121.38,0.72,,326.88,,167.68,,,,,,,29.05,4.82,0.69,138.06,,,,,5.45,193.15,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.95,,,,,42.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.20,,,,,,,,,,,,,,,,,,,,,432.95,
Marquette,Michigan,262.44,20.58,,10.72,,,,59.49,50.96,,,,,109.55,,,,,0.57,3.24,,,,,411.29,14.77,79.02,,,,796.00,,,92.36,,23.24,,0.14,,,16.91,,,4.14,,,,110.84,205.29,,,,,,,,,,,,,,2254.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coos-Bay,Oregon,345.58,10.02,,8.62,,,10.45,5.93,18.09,,,25.24,,,,,40.77,136.24,6.17,25.37,,,,78.05,,4.71,1.65,104.94,,,465.56,,,,,,0.06,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,30.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cumberland,Maryland,559.32,59.12,5.86,,10.84,,,5.76,10.99,349.98,,,,,,,14.88,,,2.85,,,146.81,,50.61,0.10,1.61,,,,631.92,,2.54,65.03,,25.10,,1.50,,,,,,20.43,,,,73.48,,66.48,,,,,0.73,14.83,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rancho-Mirage,California,,40.43,,19.65,80.96,,,,4.70,,,,,1.13,,,525.53,68.81,13.01,32.60,17.54,549.71,,,461.30,7.18,27.09,,,,897.51,,29.52,,,,,,,,,338.89,,,,,,19.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garden-City,Kansas,,34.50,27.04,,0.49,,,1.55,6.63,,,108.57,27.11,,,,,26.81,,15.30,,,,145.86,956.00,42.60,2.46,,,,252.73,,,,,,2.80,0.64,,,,244.32,11.36,,41.31,,,99.10,222.17,,,,31.92,,,,0.11,,,,,,1164.42,,,,,147.99,,,,,,,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexandria,Louisiana,128.13,,13.08,,13.30,,,10.78,16.31,,33.39,,25.68,4.79,1000.63,231.70,,,67.84,,,,168.90,,17.35,14.75,8.49,,2.73,,,,,103.98,,,,8.34,,,,,,,,,,,161.50,,,,,,,,,,,,,,1612.00,,,,222.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dover,New-Jersey,99.63,2.71,,,2.48,,,8.58,2.31,193.62,,,4.01,79.72,,,,,,12.47,,,139.29,,86.09,29.62,,,,,844.85,,,,,16.53,,,,114.53,1.86,,,16.81,,,,,,,,,,,,,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa-Clarita,California,,18.65,17.72,,3.56,,3.38,5.91,,,,,20.11,0.77,,,17.09,38.54,1.54,39.32,5.99,148.55,,,,3.08,,,,,194.24,,12.71,,,,,,16.19,81.41,2.50,169.73,,,,,,,,,,,,,,,,,,,,,,,,7.61,,,,,,,,,,,42.15,,,,58.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heyworth,Illinois,69.41,,,,,,,,0.70,194.63,,,25.11,,,,,55.81,,0.70,,,,,66.97,6.28,,185.21,,,770.84,,,56.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southaven,Mississippi,,99.16,,,,43.81,7.74,10.16,1.60,179.15,,39.33,,,,,,31.77,,14.25,,,,,,,,253.93,,,457.42,,,45.89,,,,,,,,,,,,,,,,,,,,,,,,47.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spokane,Washington,427.07,18.07,20.56,,0.00,,4.61,27.34,,182.58,,,67.62,12.91,,,19.16,151.23,20.57,6.17,32.17,,36.81,,,31.27,1.06,,,,321.16,,,297.91,,28.77,41.29,3.21,,70.08,,238.96,,14.97,,0.70,,,,,,,13.30,,5.56,,,,,,,,,,,52.28,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roanoke,Virginia,,271.03,6.15,,10.37,,,1.93,28.41,,,11.96,149.83,162.47,,,239.41,109.89,140.23,14.04,,174.48,,,56.91,11.77,7.66,,50.48,11.51,1171.02,,,114.97,,,,0.21,58.31,,394.43,216.12,,35.02,,,,,,,,,29.81,21.72,10.01,,,,,7.87,66.35,,,1126.98,,,,,,,,,,,,,73.22,,,,,,,,,,,,,,,,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neptune-City,New-Jersey,229.11,18.06,10.88,,,70.50,35.03,,2.39,,,,,,,,,7.83,,38.73,,,,,,,,100.96,,,1245.21,,,0.22,,,,0.44,,,24.80,,,,,2.83,,,,,,,,,,,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.26,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chesapeake,Virginia,198.68,153.77,8.15,,2.38,,,3.33,22.51,181.34,,,141.90,126.99,,,138.31,92.43,111.59,10.46,19.85,,72.26,,30.60,8.11,,,,23.38,1390.57,,,,,,2.95,0.45,,,17.93,167.10,0.63,,,48.73,,,2.40,,,0.14,26.32,17.10,4.01,,,,3.74,15.03,45.32,,,1084.02,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,25.05,,,1.46,,,,,101.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
